bigg	2agpe140	MNXM34809	inferred	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0)
bigg	2agpe141	MNXM3447	inferred	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)
bigg	2agpe160	MNXM34810	inferred	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)
bigg	2agpe161	MNXM3448	inferred	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)
bigg	2agpe180	MNXM34811	inferred	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)
bigg	2agpe181	MNXM3449	inferred	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)
bigg	2agpg120	MNXM3450	inferred	2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0)
bigg	2agpg140	MNXM34739	inferred	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)
bigg	2agpg141	MNXM3452	inferred	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)
bigg	2agpg160	MNXM34740	inferred	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)
bigg	2agpg161	MNXM3453	inferred	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)
bigg	2agpg180	MNXM34812	inferred	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0)
bigg	2agpg181	MNXM3455	inferred	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1)
bigg	2ahbut	MNXM1010	inferred	(S)-2-Aceto-2-hydroxybutanoate
bigg	2ahhmd	MNXM1160	inferred	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate
bigg	2ahhmp	MNXM937	inferred	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine
bigg	2amac	MNXM1356	inferred	2-Aminoacrylate
bigg	2ameph	MNXM1692	inferred	(2-Aminoethyl)phosphonate
bigg	2amsa	MNXM2124	inferred	2-Aminomalonate semialdehyde
bigg	2aobut	MNXM114087	inferred	L-2-Amino-3-oxobutanoate
bigg	2c23dh56dhoxin	MNXM2390	inferred	2-Carboxy-2,3-dihydro-5,6-dihydroxyindole
bigg	2c25dho	MNXM1521	inferred	2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate
bigg	2coum	MNXM3237	inferred	cis-2-Hydroxy cinnamate
bigg	2cpr5p	MNXM1455	inferred	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate
bigg	2dda7p	MNXM1219	inferred	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate
bigg	2ddecg3p	MNXM5461	structural	2-dodecanoyl-sn-glycerol 3-phosphate
bigg	2ddg6p	MNXM649	inferred	2-Dehydro-3-deoxy-D-gluconate 6-phosphate
bigg	2ddglcn	MNXM440	inferred	2-Dehydro-3-deoxy-D-gluconate
bigg	2dglcn	MNXM3460	inferred	2-Deoxy-D-gluconate
bigg	2dh3dgal	MNXM1627	inferred	2-Dehydro-3-deoxy-D-galactonate
bigg	2dh3dgal6p	MNXM90136	inferred	2-Dehydro-3-deoxy-D-galactonate 6-phosphate
bigg	2dhglcn	MNXM582	inferred	2-Dehydro-D-gluconate
bigg	2dhguln	MNXM114283	inferred	2-Dehydro-L-gulonate
bigg	2dhp	MNXM959	inferred	2-Dehydropantoate
bigg	2dhphaccoa	MNXM6576	structural	1,2-Dihydroxy-1,2-dihydrophenylacetyl-CoA
bigg	2dmmq6	MNXM6065	structural	2-Demethylmenaquinone 6
bigg	2dmmq8	MNXM2178	inferred	2-Demethylmenaquinone 8
bigg	2dmmql8	MNXM558	inferred	2-Demethylmenaquinol 8
bigg	2dp6mep	MNXM4967	inferred	2-Decaprenyl-6-methoxyphenol
bigg	2dp6mobq	MNXM9805	inferred	2-Decaprenyl-6-methoxy-1,4-benzoquinone
bigg	2dp6mobq_me	MNXM34974	inferred	2-Decaprenyl-3-methyl-6-methoxy-1,4-benzoquinone
bigg	2dpmhobq	MNXM9802	identity	2-Decaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone
bigg	2dr1p	MNXM1063	inferred	2-Deoxy-D-ribose 1-phosphate
bigg	2dr5p	MNXM2320	inferred	2-Deoxy-D-ribose 5-phosphate
bigg	2h3oppan	MNXM475	inferred	2-Hydroxy-3-oxopropanoate
bigg	2hb	MNXM4968	inferred	2-Hydroxybutyrate
bigg	2hchd	MNXM114221	inferred	2-Hydroxy-cis-hex-2,4-dienoate
bigg	2hdec9eg3p	MNXM5464	structural	2-hexadec-9-enoyl-sn-glycerol 3-phosphate
bigg	2hdecg3p	MNXM5465	structural	2-hexadecanoyl-sn-glycerol 3-phosphate
bigg	2hhxdal	MNXM35167	inferred	2-Hydroxy-hexadecanal
bigg	2hmc	MNXM6068	inferred	2-Hydroxymuconate
bigg	2hmcnsad	MNXM1102	inferred	2-Hydroxymuconate semialdehyde
bigg	2hymeph	MNXM1855	inferred	2-(Hydroxymethyl)phenol
bigg	2hyoxplac	MNXM2160	inferred	2-Hydroxyphenylacetate
bigg	2ins	MNXM676	inferred	2-Inosose
bigg	2ippm	MNXM1706	inferred	2-Isopropylmaleate
bigg	2kmb	MNXM276	inferred	2-keto-4-methylthiobutyrate
bigg	2maacoa	MNXM524	inferred	2-Methyl-3-acetoacetyl-CoA
bigg	2mahmp	MNXM1135	inferred	2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate
bigg	2mb2coa	MNXM609	inferred	trans-2-Methylbut-2-enoyl-CoA
bigg	2mbcoa	MNXM569	inferred	2-Methylbutanoyl-CoA
bigg	2mbdhl	MNXM9096	inferred	S-(2-Methylbutanoyl)-dihydrolipoamide
bigg	2mcacn	MNXM1792	inferred	cis-2-Methylaconitate
bigg	2mcit	MNXM9861	inferred	2-Methylcitrate
bigg	2me4p	MNXM1626	inferred	2-C-methyl-D-erythritol 4-phosphate
bigg	2mecdp	MNXM1168	inferred	2-C-methyl-D-erythritol 2,4-cyclodiphosphate
bigg	2mop	MNXM305	inferred	2-Methyl-3-oxopropanoate
bigg	2mp2coa	MNXM947	inferred	2-Methylprop-2-enoyl-CoA
bigg	2mpdhl	MNXM81233	inferred	S-(2-Methylpropanoyl)-dihydrolipoamide
bigg	2obut	MNXM159	inferred	2-Oxobutanoate
bigg	2odec11eg3p	MNXM5480	structural	2-octadec-11-enoyl-sn-glycerol 3-phosphate
bigg	2odecg3p	MNXM5481	inferred	2-octadecanoyl-sn-glycerol 3-phosphate
bigg	2ohph	MNXM1635	inferred	2-Octaprenyl-6-hydroxyphenol
bigg	2ohph_5	MNXM5483	inferred	2-Octaprenyl-6-hydroxyphenol (5 repeating units)
bigg	2ombz	MNXM1903	inferred	2-Octaprenyl-6-methoxy-1,4-benzoquinone
bigg	2ombzl	MNXM90444	inferred	2-Octaprenyl-6-methoxy-1,4-benzoquinol
bigg	2ombzl_5	MNXM6753	structural	2-Octaprenyl-6-methoxy-1,4-benzoquinol (5 repeating units)
bigg	2omcm	MNXM4398	inferred	2-oxo-5-methyl-cis-muconate
bigg	2omhmbl	MNXM2187	inferred	2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol
bigg	2omhmbl_5	MNXM6752	inferred	2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol (5 repeating units)
bigg	2ommb	MNXM90440	inferred	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone
bigg	2ommbl	MNXM35383	inferred	2-Octaprenyl-3-methyl-6-methoxy- 1,4-benzoquinol
bigg	2ommbl_5	MNXM6754	structural	2-Octaprenyl3-methyl-6-methoxy-1,4-benzoquinol (5 repeating units)
bigg	2omph	MNXM1707	inferred	2-Octaprenyl-6-methoxyphenol
bigg	2omph_5	MNXM4300	inferred	2-Octaprenyl-6-methoxyphenol (5 repeating units)
bigg	2ood	MNXM114285	structural	2-oxooctanedioic acid
bigg	2oph	MNXM1886	inferred	2-Octaprenylphenol
bigg	2oph_5	MNXM6755	inferred	2-Octaprenylphenol (5 repeating units)
bigg	2oxoadp	MNXM263	inferred	2-Oxoadipate
bigg	2p4c2me	MNXM1641	inferred	2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol
bigg	2pg	MNXM275	inferred	D-Glycerate 2-phosphate
bigg	2pglyc	MNXM2074	inferred	2-Phosphoglycolate
bigg	2plac-L	MNXM2888	inferred	2-phospho-L-lactate
bigg	2ppoh	MNXM3085	inferred	2-Propanol
bigg	2saa	MNXM434	inferred	2-sulfoacetaldehyde
bigg	2shchc	MNXM1249	inferred	2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate
bigg	2tcc	MNXM5452	inferred	2-(sulfomethyl)thiazolidine-4-carboxylic acid
bigg	2tdec7eg3p	MNXM5490	structural	2-tetradec-7-enoyl-sn-glycerol 3-phosphate
bigg	2tdecg3p	MNXM5491	structural	2-tetradecanoyl-sn-glycerol 3-phosphate
bigg	2tpr3dpcoa	MNXM2769	inferred	2'-(5''-triphosphoribosyl)-3'-dephospho-CoA
bigg	34dhbald	MNXM2779	inferred	3,4-dihydroxybenzaldehyde
bigg	34dhbz	MNXM204	inferred	3,4-Dihydroxybenzoate
bigg	34dhcinm	MNXM890	inferred	3,4-Dihydroxy-trans-cinnamate
bigg	34dhmald	MNXM1633	inferred	3,4-Dihydroxymandelaldehyde
bigg	34dhoxmand	MNXM3473	inferred	3,4-Dihydroxymandelate
bigg	34dhoxpeg	MNXM2931	inferred	3,4-Dihydroxyphenylethyleneglycol
bigg	34dhpac	MNXM1401	inferred	3,4-Dihydroxyphenylacetaldehyde
bigg	34dhpha	MNXM645	inferred	3,4-Dihydroxyphenylacetate
bigg	34dhphe	MNXM279	inferred	3,4-Dihydroxy-L-phenylalanine
bigg	34hpl	MNXM114141	inferred	3-(4-Hydroxyphenyl)lactate
bigg	34hpp	MNXM153	inferred	3-(4-Hydroxyphenyl)pyruvate
bigg	35ccmp	MNXM3162	inferred	3',5'-Cyclic CMP
bigg	35cdamp	MNXM9931	inferred	3',5'-Cyclic dAMP
bigg	35cgmp	MNXM665	inferred	3',5'-Cyclic GMP
bigg	35cimp	MNXM9932	inferred	3',5'-Cyclic IMP
bigg	35diotyr	MNXM525	inferred	3,5-Diiodo-L-tyrosine
bigg	36dahx	MNXM1865	inferred	(3S)-3,6-Diaminohexanoate
bigg	3AStmyn	MNXM14448	structural	3"-Adenylylstreptomycin
bigg	3AStrmyn	MNXM9930	inferred	3''-Adenylylspectinomycin
bigg	3aib	MNXM2053	inferred	L-3-Amino-isobutanoate
bigg	3aib-D	MNXM786	inferred	D-3-Amino-isobutanoate
bigg	3amp	MNXM1985	inferred	3'-AMP
bigg	3c2hmp	MNXM891	inferred	3-Carboxy-2-hydroxy-4-methylpentanoate
bigg	3c3hmp	MNXM985	inferred	3-Carboxy-3-hydroxy-4-methylpentanoate
bigg	3c4mop	MNXM1602	inferred	3-Carboxy-4-methyl-2-oxopentanoate
bigg	3cmp	MNXM2182	inferred	3'-cmp
bigg	3ddgc	MNXM3482	inferred	3-Dehydro-2-deoxy-D-gluconate
bigg	3dhguln	MNXM736	inferred	3-Dehydro-L-gulonate
bigg	3dhgulnp	MNXM1170	inferred	3-keto-L-gulonate-6-phosphate
bigg	3dhq	MNXM478	inferred	3-Dehydroquinate
bigg	3dhsk	MNXM611	inferred	3-Dehydroshikimate
bigg	3dpdhb	MNXM91405	identity	3-Decaprenyl-4,5-dihdydroxybenzoate
bigg	3dpdhb_me	MNXM5516	inferred	3-Decaprenyl-4-hydroxy-5-methoxybenzoate
bigg	3dphb	MNXM3838	inferred	3-Decaprenyl-4-hydroxybenzoate
bigg	3dsphgn	MNXM559	inferred	3-Dehydrosphinganine
bigg	3g12dgr_SA2	MNXM103135	inferred	3-D-Glucosyl-1,2-diacylglycerol
bigg	3gmp	MNXM2183	inferred	3'-GMP
bigg	3h26dm5coa	MNXM5520	inferred	3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA
bigg	3haACP	MNXM5861	inferred	(3R)-3-Hydroxyacyl-[acyl-carrier protein]
bigg	3hacoa	MNXM1875	inferred	(S)-3-Hydroxyacyl-CoA
bigg	3hadpcoa	MNXM2784	inferred	(3S)-3-Hydroxyadipyl-CoA
bigg	3hanthrn	MNXM359	inferred	3-Hydroxyanthranilate
bigg	3hbcoa	MNXM446	inferred	(S)-3-Hydroxybutanoyl-CoA
bigg	3hbcoa-R	MNXM1058	inferred	(R)-3-Hydroxybutanoyl-CoA
bigg	3hcddec5eACP	MNXM5389	structural	(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein]
bigg	3hcdgggp	MNXM91139	inferred	CDP-2-O-(3'-hydroxy)geranyl-3-O-geranyl-sn-glycerol
bigg	3hcinnm	MNXM1799	inferred	3-hydroxycinnamic acid
bigg	3hcmrs7eACP	MNXM5390	structural	(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein]
bigg	3hcpalm9eACP	MNXM6556	inferred	(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein]
bigg	3hcvac11eACP	MNXM6557	inferred	(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein]
bigg	3hdcoa	MNXM674	inferred	(S)-3-Hydroxydecanoyl-CoA
bigg	3hddcoa	MNXM733	inferred	(S)-3-Hydroxydodecanoyl-CoA
bigg	3hddecACP	MNXM27066	inferred	(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]
bigg	3hdecACP	MNXM7127	inferred	(R)-3-Hydroxydecanoyl-[acyl-carrier protein]
bigg	3hdgggp	MNXM91919	inferred	2-O-(3'-hydroxy)geranyl-3-O-geranyl-sn-glycerol
bigg	3hdgggps	MNXM91920	inferred	2-O-(3'-hydroxy)geranyl-3-O-geranyl-sn-glyceroserine
bigg	3hdggpg	MNXM91917	inferred	2-O-(3'-hydroxy)geranyl-3-O-geranyl-sn-glycerol-1-phospho-3'-sn-glycerol
bigg	3hdggpgp	MNXM91918	inferred	2-O-(3'-hydroxy)geranyl-3-O-geranyl-sn-glycerol-1-phospho-3'-sn-glycerol phosphate
bigg	3hdggpi	MNXM6751	structural	2-O-(3'hydroxy)geranyl-3-O-geranyl-sn-glycero-1-phospho-myo-inositol
bigg	3hdpgpe	MNXM6748	inferred	2-O-(3'-hydroxy)phytanyl-3-O-phytanyl-sn-glycero-l-phosphoethanolamine
bigg	3hdpgpg	MNXM91389	inferred	2-O-(3'-hydroxy)phytanyl-3-O-phytanyl-sn-glycerol-1-phospho-3'-sn-glycerol
bigg	3hdpgpi	MNXM6750	structural	2-O-(3'-hydroxyl)phytanyl-3-O-phytanyl-sn-glycero-1-phospho-myo-inositol
bigg	3hdpgps	MNXM91071	inferred	2-O-(3'-hydroxy)phytanyl-3-O-phytanyl-sn-glycero-l-phosphoserine
bigg	3hfrdp	MNXM6807	inferred	3-hydroxy-farnesyl diphosphate
bigg	3hggdp	MNXM6809	structural	3-hydroxy-geranylgeranyl diphosphate
bigg	3hgrdp	MNXM6808	inferred	3-hydroxy-geranyl diphsophate
bigg	3hhcoa	MNXM757	inferred	(S)-3-Hydroxyhexanoyl-CoA
bigg	3hhdcoa	MNXM825	inferred	(S)-3-Hydroxyhexadecanoyl-CoA
bigg	3hhexACP	MNXM25370	inferred	(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]
bigg	3hibutcoa	MNXM90341	inferred	(S)-3-Hydroxyisobutyryl-CoA
bigg	3hmbcoa	MNXM701	inferred	(S)-3-Hydroxy-2-methylbutyryl-CoA
bigg	3hmp	MNXM396	inferred	3-Hydroxy-2-methylpropanoate
bigg	3hmrsACP	MNXM7733	inferred	(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]
bigg	3hocoa	MNXM766	inferred	(S)-3-Hydroxyoctanoyl-CoA
bigg	3hoctACP	MNXM10019	inferred	(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]
bigg	3hoctaACP	MNXM3843	inferred	(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]
bigg	3hodcoa	MNXM1309	inferred	(S)-3-Hydroxyoctadecanoyl-CoA
bigg	3hpalmACP	MNXM2576	inferred	R-3-hydroxypalmitoyl-[acyl-carrier protein]
bigg	3hpcoa	MNXM1263	inferred	3-Hydroxypropionyl-CoA
bigg	3hpp	MNXM872	inferred	3-Hydroxypropanoate
bigg	3hpppn	MNXM1634	inferred	3-(3-hydroxy-phenyl)propionate
bigg	3htdcoa	MNXM767	inferred	(S)-3-Hydroxytetradecanoyl-CoA
bigg	3htmelys	MNXM990	inferred	3-Hydroxy-N6,N6,N6-trimethyl-L-lysine
bigg	3hxccoa	MNXM91798	inferred	(S)-3-Hydroxyhexacosyl-CoA
bigg	3hxkynam	MNXM36534	inferred	3-Hydroxykynurenamine
bigg	3ig3p	MNXM866	inferred	C'-(3-Indolyl)-glycerol 3-phosphate
bigg	3ityr-L	MNXM666	inferred	3-Iodo-L-tyrosine
bigg	3m4hpga	MNXM1989	inferred	3-Methoxy-4-hydroxyphenylglycolaldehyde
bigg	3mb2coa	MNXM389	inferred	3-Methylbut-2-enoyl-CoA
bigg	3mbdhl	MNXM114424	inferred	S-(3-Methylbutanoyl)-dihydrolipoamide
bigg	3mbzalc	MNXM3486	inferred	3-methylbenzyl alcohol
bigg	3mbzald	MNXM4040	inferred	3-Methylbenzaldehyde
bigg	3mcat	MNXM1064	inferred	3-Methylcatechol
bigg	3mgcoa	MNXM504	inferred	3-Methylglutaconyl-CoA
bigg	3mlda	MNXM91418	inferred	3-Methylimidazoleacetic acid
bigg	3mldz	MNXM5416	inferred	3-Methylimidazole acetaldehyde
bigg	3mob	MNXM238	inferred	3-Methyl-2-oxobutanoate
bigg	3mop	MNXM439	inferred	(S)-3-Methyl-2-oxopentanoate
bigg	3mox4hoxm	MNXM3383	inferred	3-Methoxy-4-hydroxymandelate
bigg	3mox4hpac	MNXM4183	inferred	3-Methoxy-4-hydroxyphenylacetaldehyde
bigg	3moxtyr	MNXM3848	inferred	3-Methoxytyramine
bigg	3oacoa	MNXM1310	inferred	3-Oxoacyl-CoA
bigg	3ocddec5eACP	MNXM6837	inferred	3-oxo-cis-dodec-5-enoyl-[acyl-carrier protein]
bigg	3ocmrs7eACP	MNXM6838	structural	3-oxo-cis-myristol-7-eoyl-[acyl-carrier protein]
bigg	3ocpalm9eACP	MNXM6839	structural	3-oxo-cis-palm-9-eoyl-[acyl-carrier protein]
bigg	3ocvac11eACP	MNXM10097	inferred	3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein]
bigg	3odcoa	MNXM677	inferred	3-Oxodecanoyl-CoA
bigg	3oddcoa	MNXM705	inferred	3-Oxododecanoyl-CoA
